name,season,injury,from,until,days_out,missed_matches,last_season
Adrien Lebeau,22/23,muscular problems,"Sep 29, 2022","Nov 30, 2022",63 days,9,21/22
Adrien Lebeau,22/23,muscular problems,"Aug 25, 2022","Sep 12, 2022",19 days,4,21/22
Adrien Lebeau,22/23,bruise,"Jul 16, 2022","Aug 8, 2022",24 days,4,21/22
Adrien Lebeau,21/22,muscular problems,"Apr 3, 2022","May 10, 2022",38 days,6,20/21
Adrien Lebeau,21/22,muscular problems,"Feb 20, 2022","Mar 21, 2022",30 days,5,20/21
Adrien Lebeau,21/22,Muscle injury,"Oct 30, 2021","Nov 22, 2021",24 days,4,20/21
Jean-Ricner Bellegarde,23/24,Knee injury,"Mar 10, 2024","May 1, 2024",53 days,8,22/23
Jean-Ricner Bellegarde,23/24,Calf injury,"Oct 22, 2023","Nov 2, 2023",12 days,1,22/23
Jean-Ricner Bellegarde,22/23,ankle sprain,"Jan 15, 2023","Mar 14, 2023",59 days,8,21/22
Jean-Ricner Bellegarde,20/21,Thigh problems,"Dec 1, 2020","Dec 14, 2020",14 days,2,19/20
Jean-Ricner Bellegarde,19/20,Knee injury,"Dec 3, 2019","Jan 3, 2020",32 days,5,18/19
Haithem Loucif,24/25,Adductor pain,"Apr 16, 2025",,76 days,10,23/24
Haithem Loucif,24/25,unknown injury,"Aug 28, 2024","Nov 20, 2024",85 days,10,23/24
Haithem Loucif,21/22,Corona virus,"Dec 26, 2021","Jan 5, 2022",11 days,3,20/21
Haithem Loucif,20/21,Ankle injury,"May 17, 2021","Aug 15, 2021",91 days,19,19/20
Haithem Loucif,20/21,Knock,"Feb 27, 2021","Apr 19, 2021",52 days,6,19/20
Haithem Loucif,19/20,Knee injury,"Oct 17, 2019","Jan 20, 2020",96 days,17,18/19
Angelo Fulgini,21/22,Dead leg,"Mar 15, 2022","Apr 1, 2022",18 days,1,20/21
Angelo Fulgini,20/21,Thigh problems,"Apr 14, 2021","May 5, 2021",22 days,4,19/20
Angelo Fulgini,20/21,Dead leg,"Feb 1, 2021","Feb 15, 2021",15 days,4,19/20
Angelo Fulgini,20/21,Ankle injury,"Dec 17, 2020","Dec 22, 2020",6 days,1,19/20
Angelo Fulgini,19/20,Pubalgia,"Jul 25, 2019","Sep 10, 2019",48 days,4,18/19
Angelo Fulgini,18/19,Knock,"Apr 12, 2019","Apr 18, 2019",7 days,1,17/18
Angelo Fulgini,18/19,Dead leg,"Sep 20, 2018","Oct 2, 2018",13 days,3,17/18
Angelo Fulgini,17/18,Dead leg,"Apr 16, 2018","May 20, 2018",35 days,5,16/17
Angelo Fulgini,17/18,Knee injury,"Mar 2, 2018","Mar 6, 2018",5 days,1,16/17
Rayan Aït-Nouri,22/23,Ill,"Oct 17, 2022","Oct 22, 2022",6 days,1,21/22
Rayan Aït-Nouri,21/22,Groin injury,"Dec 14, 2021","Dec 31, 2021",18 days,4,20/21
Rayan Aït-Nouri,21/22,Head injury,"Sep 22, 2021","Oct 2, 2021",11 days,3,20/21
Rayan Aït-Nouri,20/21,Groin injury,"Jan 28, 2021","Feb 10, 2021",14 days,3,19/20
Rayan Aït-Nouri,20/21,bruise,"Nov 9, 2020","Nov 22, 2020",14 days,2,19/20
Rayan Aït-Nouri,20/21,Virus,"Aug 20, 2020","Sep 15, 2020",27 days,5,19/20
Rayan Aït-Nouri,19/20,Broken jaw,"Jan 13, 2020","Mar 31, 2020",79 days,10,18/19
Rayan Aït-Nouri,19/20,Ill,"Nov 29, 2019","Dec 2, 2019",4 days,1,18/19
Rayan Aït-Nouri,19/20,Ankle injury,"Oct 6, 2019","Oct 21, 2019",16 days,6,18/19
Rayan Aït-Nouri,18/19,Groin strain,"Oct 26, 2018","Nov 7, 2018",13 days,3,17/18
Rayan Aït-Nouri,18/19,Groin injury,"Aug 14, 2018","Aug 21, 2018",8 days,1,17/18
Rayan Aït-Nouri,17/18,Groin strain,"May 9, 2018","May 20, 2018",12 days,-,16/17
Mathias Pereira Lage,23/24,Hamstring injury,"Aug 28, 2023","Sep 30, 2023",34 days,3,22/23
Mathias Pereira Lage,22/23,Ankle injury,"Jan 12, 2023","Mar 20, 2023",68 days,11,21/22
Mathias Pereira Lage,21/22,Knock,"Apr 11, 2022","Apr 27, 2022",17 days,3,20/21
Mathias Pereira Lage,21/22,Ankle injury,"Mar 1, 2022","Mar 10, 2022",10 days,1,20/21
Mathias Pereira Lage,21/22,Knock,"Dec 2, 2021","Dec 15, 2021",14 days,2,20/21
Mathias Pereira Lage,20/21,Corona virus,"Apr 2, 2021","Apr 20, 2021",19 days,4,19/20
Mathias Pereira Lage,20/21,Shoulder injury,"Aug 24, 2020","Oct 22, 2020",60 days,6,19/20
Mathias Pereira Lage,19/20,Dead leg,"Dec 15, 2019","Jan 16, 2020",33 days,3,18/19
Vincent Pajot,20/21,Achilles tendon contusion,"Mar 26, 2021","Aug 15, 2021",143 days,11,19/20
Vincent Pajot,20/21,Injury to the ankle,"Jan 18, 2021","Feb 25, 2021",39 days,7,19/20
Vincent Pajot,20/21,Achilles tendon contusion,"Nov 24, 2020","Jan 8, 2021",46 days,7,19/20
Vincent Pajot,20/21,Dead leg,"Oct 27, 2020","Nov 20, 2020",25 days,2,19/20
Vincent Pajot,19/20,Calf injury,"Nov 5, 2019","Nov 20, 2019",16 days,1,18/19
Vincent Pajot,18/19,Arm injury,"Feb 5, 2019","Feb 22, 2019",18 days,2,17/18
Vincent Pajot,18/19,Elbow injury,"Nov 28, 2018","Feb 20, 2019",85 days,12,17/18
Vincent Pajot,18/19,Dead leg,"Oct 23, 2018","Nov 8, 2018",17 days,3,17/18
Vincent Pajot,18/19,Elbow injury,"Aug 20, 2018","Sep 20, 2018",32 days,5,17/18
Vincent Pajot,17/18,Dead leg,"Apr 20, 2018","May 10, 2018",21 days,3,16/17
Vincent Pajot,17/18,Knock,"Jan 15, 2018","Jan 30, 2018",16 days,4,16/17
Vincent Pajot,17/18,Dead leg,"Aug 6, 2017","Aug 21, 2017",16 days,2,16/17
Vincent Pajot,16/17,Dead leg,"May 11, 2017","May 31, 2017",21 days,7,15/16
Vincent Pajot,16/17,Head injury,"Mar 5, 2017","Apr 3, 2017",30 days,5,15/16
Vincent Pajot,16/17,Pubalgia,"Jan 12, 2017","Jan 30, 2017",19 days,3,15/16
Jason Mbock,23/24,Knee injury,"Oct 23, 2023","Dec 24, 2023",63 days,5,22/23
Jason Mbock,21/22,Injury to the ankle,"Mar 20, 2022","Jun 20, 2022",93 days,8,20/21
Jason Mbock,20/21,unknown injury,"Dec 14, 2020","Jan 1, 2021",19 days,3,19/20
Jason Mbock,20/21,unknown injury,"Sep 17, 2020","Sep 30, 2020",14 days,2,19/20
Vincent Manceau,22/23,Foot injury,"Jan 25, 2023","Mar 16, 2023",51 days,8,21/22
Baptiste Santamaria,22/23,Injury to the ankle,"Sep 12, 2022","Jan 12, 2023",123 days,17,21/22
Baptiste Santamaria,20/21,Capsular injury,"Jan 18, 2021","Jan 28, 2021",11 days,2,19/20
Baptiste Santamaria,17/18,Injury to the ankle,"Nov 30, 2017","Jan 5, 2018",37 days,5,16/17
Romain Thomas,24/25,Achilles tendon contusion,"Mar 15, 2025","Jun 1, 2025",79 days,7,23/24
Romain Thomas,23/24,traffic accident,"Feb 11, 2024","Feb 18, 2024",8 days,1,22/23
Romain Thomas,21/22,Back injury,"Jan 10, 2022","Jan 31, 2022",22 days,3,20/21
Romain Thomas,20/21,Injury to the ankle,"Dec 24, 2020","Jan 5, 2021",13 days,-,19/20
Romain Thomas,20/21,Hand injury,"Sep 22, 2020","Oct 5, 2020",14 days,2,19/20
Romain Thomas,18/19,Injury to the ankle,"Apr 29, 2019","May 17, 2019",19 days,2,17/18
Romain Thomas,17/18,Metacarpal fracture,"Jan 18, 2018","Jan 23, 2018",6 days,1,16/17
Anthony Mancini,23/24,Groin injury,"Mar 21, 2024",,467 days,54,22/23
Anthony Mancini,23/24,Hamstring injury,"Aug 28, 2023","Feb 28, 2024",185 days,31,22/23
Anthony Mancini,19/20,Ankle injury,"Jan 12, 2020","Mar 15, 2020",64 days,6,18/19
Anthony Mancini,19/20,Strain in the thigh and gluteal muscles,"Nov 4, 2019","Nov 29, 2019",26 days,1,18/19
Anthony Mancini,18/19,Hamstring strain,"Sep 24, 2018","Nov 8, 2018",46 days,-,17/18
Stéphane Bahoken,24/25,Achilles tendon rupture,"Apr 13, 2025","Nov 13, 2025",215 days,8,23/24
Stéphane Bahoken,23/24,Muscle injury,"Jan 18, 2024","Feb 15, 2024",29 days,6,22/23
Stéphane Bahoken,22/23,unknown injury,"Oct 23, 2022","Nov 23, 2022",32 days,6,21/22
Stéphane Bahoken,20/21,Calf injury,"Jan 29, 2021","Feb 22, 2021",25 days,9,19/20
Stéphane Bahoken,19/20,Thigh problems,"Nov 2, 2019","Dec 12, 2019",41 days,8,18/19
Stéphane Bahoken,19/20,Thigh problems,"Sep 25, 2019","Oct 17, 2019",23 days,4,18/19
Stéphane Bahoken,18/19,Thigh problems,"Apr 12, 2019","Apr 27, 2019",16 days,2,17/18
Stéphane Bahoken,18/19,Muscle strain,"Mar 29, 2019","Mar 31, 2019",3 days,1,17/18
Stéphane Bahoken,18/19,Knock,"Oct 4, 2018","Oct 7, 2018",4 days,1,17/18
Stéphane Bahoken,18/19,Hamstring injury,"Aug 17, 2018","Aug 31, 2018",15 days,2,17/18
Stéphane Bahoken,17/18,Groin injury,"Sep 25, 2017","Oct 4, 2017",10 days,1,16/17
Stéphane Bahoken,17/18,Hamstring injury,"Aug 17, 2017","Oct 1, 2017",46 days,8,16/17
Stéphane Bahoken,16/17,Leg injury,"Sep 24, 2016","Nov 15, 2016",53 days,8,15/16
Stéphane Bahoken,13/14,Hamstring injury,"Jan 17, 2014","Feb 4, 2014",19 days,4,12/13
Stéphane Bahoken,12/13,Dead leg,"Mar 30, 2013","Apr 2, 2013",4 days,1,11/12
Wilfried Kanga,23/24,Hamstring injury,"Feb 14, 2024","Feb 23, 2024",10 days,1,22/23
Wilfried Kanga,22/23,Toe injury,"Feb 4, 2023","Mar 7, 2023",32 days,5,21/22
Wilfried Kanga,22/23,influenza,"Oct 6, 2022","Oct 13, 2022",8 days,1,21/22
Wilfried Kanga,21/22,minor knock,"Apr 21, 2022","Apr 28, 2022",8 days,1,20/21
Wilfried Kanga,21/22,Ligament injury,"Dec 16, 2021","Jan 27, 2022",43 days,5,20/21
Wilfried Kanga,21/22,Hamstring injury,"Oct 25, 2021","Nov 4, 2021",11 days,3,20/21
Wilfried Kanga,20/21,Torn muscle fiber,"Nov 30, 2020","Dec 17, 2020",18 days,3,19/20
Wilfried Kanga,20/21,Quarantine,"Nov 19, 2020","Nov 26, 2020",8 days,2,19/20
Wilfried Kanga,20/21,Corona virus,"Nov 12, 2020","Nov 23, 2020",12 days,2,19/20
Wilfried Kanga,20/21,Knock,"Oct 29, 2020","Nov 26, 2020",29 days,7,19/20
Souleyman Doumbia,24/25,Muscle injury,"Apr 21, 2025","May 27, 2025",37 days,8,23/24
Souleyman Doumbia,24/25,minor knock,"Nov 28, 2024","Dec 11, 2024",14 days,3,23/24
Souleyman Doumbia,23/24,Adductor pain,"Apr 19, 2024","Oct 23, 2024",188 days,18,22/23
Souleyman Doumbia,18/19,Adductor pain,"Feb 4, 2019","Feb 26, 2019",23 days,6,17/18
Souleyman Doumbia,18/19,unknown injury,"Dec 13, 2018","Jan 15, 2019",34 days,1,17/18
Souleyman Doumbia,17/18,unknown injury,"Dec 14, 2017","Jan 22, 2018",40 days,4,16/17
Pierrick Capelle,24/25,Dead leg,"Apr 3, 2025","May 31, 2025",59 days,7,23/24
Pierrick Capelle,22/23,Dead leg,"Apr 10, 2023","May 18, 2023",39 days,5,21/22
Pierrick Capelle,22/23,Foot injury,"Jan 31, 2023","Feb 4, 2023",5 days,1,21/22
Pierrick Capelle,21/22,Dead leg,"Apr 25, 2022","May 15, 2022",21 days,3,20/21
Pierrick Capelle,20/21,Pubalgia,"Oct 20, 2020","Nov 6, 2020",18 days,2,19/20
Pierrick Capelle,19/20,Injury to abdominal muscles,"Oct 28, 2019","Nov 20, 2019",24 days,3,18/19
Pierrick Capelle,18/19,Foot injury,"Jan 25, 2019","Mar 8, 2019",43 days,6,17/18
Pierrick Capelle,18/19,Foot injury,"Jan 16, 2019","Jan 22, 2019",7 days,1,17/18
Pierrick Capelle,17/18,Pubalgia,"Mar 8, 2018","Apr 20, 2018",44 days,5,16/17
Pierrick Capelle,17/18,Groin injury,"Oct 22, 2017","Nov 25, 2017",35 days,5,16/17
Pierrick Capelle,16/17,Knock,"Feb 20, 2017","Mar 9, 2017",18 days,3,15/16
Pierrick Capelle,15/16,Calf injury,"Feb 29, 2016","Mar 7, 2016",8 days,1,14/15
Pierrick Capelle,13/14,Cruciate ligament tear,"Aug 16, 2013","Feb 16, 2014",185 days,24,12/13
Théo Pellenard,22/23,Torn knee ligaments,"Aug 1, 2022","Feb 28, 2023",212 days,28,21/22
Théo Pellenard,14/15,Cruciate ligament tear,"Jul 20, 2014","Jan 20, 2015",185 days,26,13/14
Thomas Mangani,24/25,unknown injury,"Nov 26, 2024","Jan 20, 2025",56 days,8,23/24
Thomas Mangani,24/25,unknown injury,"Sep 23, 2024","Sep 25, 2024",3 days,1,23/24
Thomas Mangani,23/24,Calf injury,"Mar 30, 2024","Apr 2, 2024",4 days,1,22/23
Thomas Mangani,22/23,Pneumothorax,"Feb 1, 2023","Mar 27, 2023",55 days,8,21/22
Thomas Mangani,22/23,unknown injury,"Jan 7, 2023","Jan 9, 2023",3 days,1,21/22
Anthony Mandréa,24/25,Shoulder injury,"Mar 18, 2025","Apr 4, 2025",18 days,1,23/24
Anthony Mandréa,22/23,Thigh problems,"Sep 18, 2022","Sep 29, 2022",12 days,2,21/22
Casimir Ninga,23/24,unknown injury,"Nov 4, 2023","Dec 9, 2023",36 days,6,22/23
Casimir Ninga,20/21,unknown injury,"Mar 12, 2021","Mar 16, 2021",5 days,1,19/20
Casimir Ninga,20/21,unknown injury,"Sep 27, 2020","Oct 27, 2020",31 days,4,19/20
Casimir Ninga,16/17,Cruciate ligament tear,"Oct 18, 2016","Apr 18, 2017",183 days,27,15/16
Farid El Melali,24/25,Muscle injury,"Dec 13, 2024","Jan 3, 2025",22 days,2,23/24
Farid El Melali,22/23,Knee injury,"Apr 10, 2023","May 18, 2023",39 days,5,21/22
Farid El Melali,22/23,Bruised ribs,"Jan 16, 2023","Feb 25, 2023",41 days,8,21/22
Farid El Melali,20/21,Virus,"Apr 6, 2021","Apr 20, 2021",15 days,3,19/20
Farid El Melali,20/21,Adductor injury,"Aug 31, 2020","Oct 10, 2020",41 days,4,19/20
Farid El Melali,19/20,Cruciate ligament tear,"Jan 26, 2020","Mar 1, 2020",36 days,7,18/19
Farid El Melali,19/20,Broken toe,"Oct 31, 2019","Dec 17, 2019",48 days,7,18/19
Farid El Melali,19/20,Ill,"Oct 25, 2019","Oct 28, 2019",4 days,1,18/19
Farid El Melali,19/20,Tendonitis,"Sep 18, 2019","Oct 12, 2019",25 days,4,18/19
Farid El Melali,18/19,ankle sprain,"Nov 28, 2018","Jan 14, 2019",48 days,5,17/18
Farid El Melali,18/19,Knee injury,"Oct 30, 2018","Nov 5, 2018",7 days,2,17/18
Farid El Melali,18/19,Dead leg,"Sep 20, 2018","Oct 5, 2018",16 days,3,17/18
Mateo Pavlovic,22/23,Fitness,"Feb 3, 2023","Feb 18, 2023",16 days,2,21/22
Mateo Pavlovic,15/16,Knee problems,"Sep 16, 2015","Sep 29, 2015",14 days,3,14/15
Ismaël Traoré,24/25,Adductor pain,"Dec 15, 2024","Feb 14, 2025",62 days,7,23/24
Ismaël Traoré,16/17,unknown injury,"Sep 15, 2016","Sep 22, 2016",8 days,2,15/16
Mazire Soula,24/25,unknown injury,"Oct 20, 2024","Nov 1, 2024",13 days,3,23/24
Mazire Soula,20/21,Corona virus,"Dec 3, 2020","Dec 10, 2020",8 days,1,19/20
Pedro Mendes,24/25,unknown injury,"Apr 24, 2025","May 13, 2025",20 days,5,23/24
Pedro Mendes,23/24,bruise,"May 13, 2024","May 27, 2024",15 days,1,22/23
Pedro Mendes,22/23,Knee injury,"Aug 8, 2022","Feb 25, 2023",202 days,25,21/22
Pedro Mendes,21/22,muscular problems,"Dec 12, 2021","May 2, 2022",142 days,20,20/21
Pedro Mendes,20/21,Cruciate ligament tear,"Apr 17, 2021","Dec 1, 2021",229 days,23,19/20
Pedro Mendes,20/21,Corona virus,"Oct 16, 2020","Oct 30, 2020",15 days,2,19/20
Pedro Mendes,15/16,Knee injury,"Dec 16, 2015","Jan 21, 2016",37 days,5,14/15
Pedro Mendes,14/15,Muscle fatigue,"Jan 31, 2015","Feb 6, 2015",7 days,1,13/14
Pedro Mendes,12/13,muscular problems,"Sep 2, 2012","Sep 14, 2012",13 days,3,11/12
Facundo Píriz,21/22,Torn muscle bundle,"Nov 18, 2021","Dec 31, 2021",44 days,3,20/21
Facundo Píriz,21/22,Torn muscle bundle,"Aug 18, 2021","Sep 20, 2021",34 days,3,20/21
Facundo Píriz,20/21,Corona virus,"Apr 11, 2021","May 1, 2021",21 days,2,19/20
Facundo Píriz,18/19,Hamstring injury,"Apr 1, 2019","May 20, 2019",50 days,8,17/18
Facundo Píriz,17/18,Muscle injury,"Feb 5, 2018","Mar 6, 2018",30 days,5,16/17
Facundo Píriz,17/18,Knee problems,"Jan 15, 2018","Jan 29, 2018",15 days,4,16/17
Ambroise Oyongo,20/21,Cruciate ligament injury,"Feb 28, 2021","Jul 1, 2021",124 days,19,19/20
Ambroise Oyongo,16/17,Patellar tendon rupture,"Jun 11, 2017","Dec 31, 2017",204 days,32,15/16
Mathías Suárez,20/21,Quarantine,"Sep 25, 2020","Oct 5, 2020",11 days,2,19/20
Mathías Suárez,19/20,Achilles tendon problems,"Mar 15, 2020","Jul 1, 2020",109 days,-,18/19
Mathías Suárez,19/20,Knee problems,"Mar 7, 2020","Mar 10, 2020",4 days,1,18/19
Mathías Suárez,19/20,Knee problems,"Sep 4, 2019","Sep 29, 2019",26 days,6,18/19
Mathías Suárez,18/19,ankle sprain,"May 20, 2019","May 31, 2019",12 days,1,17/18
Mathías Suárez,18/19,Rib fracture,"Feb 4, 2019","Feb 21, 2019",18 days,3,17/18
Kylian Kaïboue,24/25,Knee injury,"Apr 5, 2025",,87 days,10,23/24
Kylian Kaïboue,24/25,Injury to the ankle,"Sep 14, 2024","Sep 26, 2024",13 days,2,23/24
Kylian Kaïboue,23/24,Knee injury,"Feb 20, 2024","Mar 29, 2024",39 days,4,22/23
Gaëtan Laborde,24/25,Broken foot,"Aug 23, 2024","Oct 14, 2024",53 days,8,23/24
Gaëtan Laborde,17/18,Foot injury,"Oct 18, 2017","Jan 10, 2018",85 days,12,16/17
Gaëtan Laborde,16/17,Back injury,"Aug 21, 2016","Aug 27, 2016",7 days,-,15/16
Daniel Congré,23/24,Knee injury,"Jan 23, 2024","May 9, 2024",108 days,15,22/23
Daniel Congré,23/24,Meniscus damage,"Sep 19, 2023","Nov 20, 2023",63 days,10,22/23
Daniel Congré,16/17,ankle sprain,"Dec 22, 2016","Feb 17, 2017",58 days,7,15/16
Daniel Congré,16/17,Hamstring injury,"Sep 25, 2016","Nov 2, 2016",39 days,5,15/16
Daniel Congré,13/14,Thigh problems,"Feb 7, 2014","Feb 14, 2014",8 days,2,12/13
Mihailo Ristic,24/25,unknown injury,"Dec 14, 2024","Jan 13, 2025",31 days,4,23/24
Mihailo Ristic,24/25,Calf injury,"Aug 16, 2024","Oct 16, 2024",62 days,9,23/24
Mihailo Ristic,23/24,Bone bruise,"May 13, 2024","May 26, 2024",14 days,3,22/23
Mihailo Ristic,23/24,Muscle fiber tear,"Feb 17, 2024","Apr 18, 2024",62 days,7,22/23
Mihailo Ristic,23/24,muscular problems,"Dec 20, 2023","Jan 4, 2024",16 days,2,22/23
Mihailo Ristic,23/24,Knee injury,"Oct 7, 2023","Nov 24, 2023",49 days,6,22/23
Mihailo Ristic,22/23,Hamstring injury,"Feb 7, 2023","Apr 16, 2023",69 days,12,21/22
Mihailo Ristic,22/23,unknown injury,"Aug 1, 2022","Aug 12, 2022",12 days,3,21/22
Il-lok Yun,22/23,unknown injury,"Jun 24, 2023","Sep 18, 2023",87 days,13,21/22
Il-lok Yun,20/21,Fitness,"Jul 16, 2021","Aug 9, 2021",25 days,4,19/20
Il-lok Yun,20/21,Fitness,"Aug 24, 2020","Sep 10, 2020",18 days,1,19/20
Il-lok Yun,18/19,unknown injury,"Jan 1, 2019","Mar 26, 2019",85 days,3,17/18
Il-lok Yun,13/14,Outer ligament tear,"Oct 3, 2014","Nov 10, 2014",39 days,10,12/13
Il-lok Yun,12/13,Torn muscle fiber,"Mar 3, 2013","Apr 14, 2013",43 days,9,11/12
Nicolas Cozza,20/21,Dead leg,"Jul 10, 2020","Aug 31, 2020",53 days,1,19/20
Nicolas Cozza,19/20,Cruciate ligament tear,"Nov 16, 2019","May 31, 2020",198 days,20,18/19
Nicolas Cozza,17/18,Groin injury,"Dec 18, 2017","Jan 10, 2018",24 days,3,16/17
Joris Chotard,24/25,Muscle injury,"Feb 21, 2025","Feb 28, 2025",8 days,2,23/24
Joris Chotard,24/25,Dead leg,"Oct 21, 2024","Nov 20, 2024",31 days,3,23/24
Joris Chotard,24/25,Calf injury,"Sep 2, 2024","Sep 30, 2024",29 days,3,23/24
Joris Chotard,23/24,Calf injury,"Mar 16, 2024","Apr 6, 2024",22 days,4,22/23
Joris Chotard,20/21,Knock,"Dec 3, 2020","Dec 10, 2020",8 days,1,19/20
Florent Mollet,24/25,Broken fibula,"Jul 20, 2024","Sep 10, 2024",53 days,3,23/24
Florent Mollet,22/23,Ill,"Sep 26, 2022","Oct 6, 2022",11 days,1,21/22
Florent Mollet,20/21,Ankle surgery,"Jan 23, 2021","Feb 1, 2021",10 days,1,19/20
Florent Mollet,19/20,Thigh problems,"Aug 3, 2019","Aug 19, 2019",17 days,2,18/19
Florent Mollet,18/19,Dead leg,"Feb 4, 2019","Feb 15, 2019",12 days,1,17/18
Florent Mollet,18/19,heart problems,"Jan 3, 2019","Jan 8, 2019",6 days,2,17/18
Florent Mollet,18/19,Knock,"Sep 3, 2018","Sep 25, 2018",23 days,2,17/18
Florent Mollet,17/18,Pubalgia,"Feb 25, 2018","Mar 14, 2018",18 days,2,16/17
Florent Mollet,17/18,Knee injury,"Jan 5, 2018","Jan 22, 2018",18 days,4,16/17
Florent Mollet,17/18,Dead leg,"Aug 1, 2017","Aug 4, 2017",4 days,-,16/17
Florent Mollet,16/17,Injury to the ankle,"Jan 27, 2017","Feb 7, 2017",12 days,2,15/16
Florent Mollet,16/17,Knock,"Nov 20, 2016","Dec 1, 2016",12 days,2,15/16
Florent Mollet,16/17,Knee injury,"Nov 3, 2016","Nov 16, 2016",14 days,1,15/16
Florent Mollet,16/17,Dead leg,"Oct 17, 2016","Oct 27, 2016",11 days,2,15/16
Damien Le Tallec,21/22,Bruised knee,"Apr 16, 2022","Apr 19, 2022",4 days,1,20/21
Damien Le Tallec,18/19,unknown injury,"Mar 9, 2019","Mar 18, 2019",10 days,2,17/18
Damien Le Tallec,13/14,unknown injury,"Mar 10, 2014","Mar 24, 2014",15 days,4,12/13
Damien Le Tallec,09/10,Adductor injury,"Mar 4, 2010","Mar 31, 2010",28 days,9,08/09
Damien Le Tallec,09/10,Shoulder injury,"Oct 27, 2009","Jan 18, 2010",84 days,12,08/09
Junior Sambia,24/25,Injury to the ankle,"Jul 3, 2024","Aug 29, 2024",58 days,4,23/24
Junior Sambia,23/24,unknown injury,"Jan 7, 2024","Jan 11, 2024",5 days,1,22/23
Junior Sambia,19/20,Corona virus,"Apr 21, 2020","May 10, 2020",20 days,-,18/19
Dimitry Bertaud,22/23,Cruciate ligament tear,"Aug 26, 2022","Mar 21, 2023",208 days,55,21/22
Keagan Dolly,23/24,unknown injury,"Aug 8, 2023","Oct 20, 2023",74 days,11,22/23
Keagan Dolly,16/17,Calf problems,"Oct 29, 2016","Nov 4, 2016",7 days,2,15/16
Keagan Dolly,16/17,Achilles tendon problems,"Aug 17, 2016","Aug 26, 2016",10 days,1,15/16
Keagan Dolly,13/14,Muscle strain,"Apr 15, 2014","May 5, 2014",21 days,2,12/13
Hilton,10/11,Groin problems,"Oct 17, 2010","Jan 17, 2011",93 days,17,09/10
Hilton,09/10,Hip problems,"Sep 25, 2009","Oct 17, 2009",23 days,4,08/09
Gerónimo Rulli,23/24,Shoulder injury,"Aug 13, 2023","Nov 24, 2023",104 days,22,22/23
Gerónimo Rulli,17/18,Cruciate ligament strain,"Feb 22, 2018","Apr 18, 2018",56 days,11,16/17
Gerónimo Rulli,14/15,Metatarsal fracture,"Aug 28, 2014","Nov 6, 2014",71 days,13,13/14
Petar Skuletic,19/20,Cruciate ligament tear,"Mar 5, 2020","Apr 20, 2020",47 days,2,18/19
Petar Skuletic,19/20,Broken hand,"Feb 6, 2020","Mar 2, 2020",26 days,6,18/19
Petar Skuletic,17/18,unknown injury,"Feb 20, 2018","Feb 27, 2018",8 days,1,16/17
Petar Skuletic,17/18,unknown injury,"Aug 22, 2017","Aug 28, 2017",7 days,1,16/17
Andy Delort,20/21,Thigh problems,"Jun 2, 2021","Jul 8, 2021",37 days,3,19/20
Andy Delort,20/21,Muscle injury,"Jan 21, 2021","Feb 4, 2021",15 days,3,19/20
Andy Delort,20/21,Corona virus,"Dec 4, 2020","Dec 11, 2020",8 days,1,19/20
Clément Vidal,24/25,unknown injury,"Jan 6, 2025","Jan 13, 2025",8 days,1,23/24
Quentin Boisgard,24/25,unknown injury,"Dec 10, 2024","Jan 10, 2025",32 days,4,23/24
Quentin Boisgard,22/23,Metatarsal fracture,"Jun 3, 2023","May 20, 2024",353 days,35,21/22
Quentin Boisgard,20/21,Muscle injury,"Apr 8, 2021","May 24, 2021",47 days,7,19/20
Wesley Saïd,24/25,Dead leg,"Dec 12, 2024","Jan 13, 2025",33 days,4,23/24
Wesley Saïd,24/25,Dead leg,"Oct 24, 2024","Nov 30, 2024",38 days,5,23/24
Wesley Saïd,23/24,Dead leg,"Apr 19, 2024","Apr 27, 2024",9 days,1,22/23
Wesley Saïd,23/24,Contracture,"Oct 25, 2023","Nov 5, 2023",12 days,2,22/23
Wesley Saïd,23/24,Muscle injury,"Jul 28, 2023","Aug 28, 2023",32 days,3,22/23
Wesley Saïd,22/23,Dead leg,"Apr 13, 2023","May 15, 2023",33 days,5,21/22
Wesley Saïd,22/23,Inner ligament injury,"Feb 2, 2023","Mar 20, 2023",47 days,9,21/22
Wesley Saïd,22/23,Hamstring injury,"Jan 4, 2023","Jan 12, 2023",9 days,2,21/22
Wesley Saïd,22/23,Muscle injury,"Sep 1, 2022","Sep 26, 2022",26 days,3,21/22
Wesley Saïd,21/22,Hamstring injury,"Feb 7, 2022","Mar 14, 2022",36 days,5,20/21
Wesley Saïd,21/22,Muscle injury,"Nov 6, 2021","Dec 29, 2021",54 days,7,20/21
Wesley Saïd,21/22,Adductor pain,"Jul 21, 2021","Aug 27, 2021",38 days,3,20/21
Wesley Saïd,20/21,Cruciate ligament tear,"Aug 4, 2020","Apr 15, 2021",255 days,36,19/20
Wesley Saïd,19/20,Knee injury,"Dec 19, 2019","Jan 24, 2020",37 days,3,18/19
Wesley Saïd,19/20,Injury to the ankle,"Oct 20, 2019","Nov 10, 2019",22 days,4,18/19
Aaron Leya Iseka,24/25,Knee injury,"Mar 21, 2025","Apr 20, 2025",31 days,6,23/24
Aaron Leya Iseka,24/25,Knee injury,"Oct 19, 2024","Nov 5, 2024",18 days,4,23/24
Aaron Leya Iseka,15/16,Cruciate ligament tear,"Sep 30, 2015","May 4, 2016",218 days,41,14/15
