name,season,injury,from,until,days_out,missed_matches,last_season
Corentin Jean,22/23,Cruciate ligament injury,"Jun 12, 2023","May 13, 2024",337 days,?,21/22
Corentin Jean,22/23,Knee problems,"May 27, 2023","Jun 2, 2023",7 days,2,21/22
Corentin Jean,22/23,Knee problems,"Mar 27, 2023","Apr 5, 2023",10 days,1,21/22
Corentin Jean,22/23,Knee problems,"Sep 2, 2022","Dec 31, 2022",121 days,7,21/22
Corentin Jean,22/23,Knee problems,"Aug 1, 2022","Aug 25, 2022",25 days,4,21/22
Corentin Jean,21/22,Knee problems,"Feb 17, 2022","Apr 11, 2022",54 days,7,20/21
Corentin Jean,21/22,Thigh problems,"Sep 16, 2021","Oct 11, 2021",26 days,4,20/21
Corentin Jean,20/21,muscular problems,"Jan 15, 2021","Jan 25, 2021",11 days,3,19/20
Corentin Jean,20/21,Back injury,"Dec 11, 2020","Dec 14, 2020",4 days,1,19/20
Corentin Jean,18/19,Cruciate ligament tear,"Mar 21, 2019","Nov 30, 2019",255 days,25,17/18
Manu Koné,24/25,Muscle fatigue,"Dec 16, 2024","Dec 20, 2024",5 days,1,23/24
Manu Koné,23/24,Torn muscle fiber,"Mar 25, 2024","Apr 26, 2024",33 days,5,22/23
Manu Koné,23/24,strain,"Jan 15, 2024","Jan 19, 2024",5 days,-,22/23
Manu Koné,23/24,muscular problems,"Dec 6, 2023","Dec 11, 2023",6 days,1,22/23
Manu Koné,22/23,Knee injury,"Jun 29, 2023","Sep 5, 2023",69 days,4,21/22
Manu Koné,22/23,muscular problems,"May 22, 2023","Jun 11, 2023",21 days,1,21/22
Manu Koné,22/23,Hamstring strain,"Apr 26, 2023","May 2, 2023",7 days,1,21/22
Manu Koné,22/23,Knock,"Jun 30, 2022","Aug 4, 2022",36 days,1,21/22
Manu Koné,21/22,Inner ligament injury,"Jul 5, 2021","Sep 6, 2021",64 days,8,20/21
Manu Koné,19/20,Heel problems,"Dec 2, 2019","Dec 5, 2019",4 days,1,18/19
Manu Koné,19/20,Arch problems,"Oct 17, 2019","Oct 21, 2019",5 days,1,18/19
Manu Koné,19/20,Leg injury,"Sep 12, 2019","Sep 30, 2019",19 days,4,18/19
Manu Koné,19/20,Bruised back,"Aug 8, 2019","Aug 26, 2019",19 days,3,18/19
Issiaga Sylla,24/25,Calf injury,"Apr 29, 2025","May 31, 2025",33 days,5,23/24
Issiaga Sylla,24/25,Adductor pain,"Jan 27, 2025","Mar 9, 2025",42 days,12,23/24
Issiaga Sylla,24/25,Dead leg,"Aug 12, 2024","Sep 23, 2024",43 days,5,23/24
Issiaga Sylla,23/24,Calf injury,"Nov 4, 2023","Jan 10, 2024",68 days,11,22/23
Issiaga Sylla,23/24,Calf injury,"Sep 25, 2023","Oct 21, 2023",27 days,3,22/23
Issiaga Sylla,22/23,Groin injury,"May 29, 2023","Jun 30, 2023",33 days,3,21/22
Issiaga Sylla,22/23,Groin injury,"Aug 15, 2022","Aug 30, 2022",16 days,2,21/22
Issiaga Sylla,20/21,Muscle injury,"Feb 23, 2021","Mar 4, 2021",10 days,2,19/20
Issiaga Sylla,20/21,Calf injury,"Oct 1, 2020","Nov 3, 2020",34 days,3,19/20
Issiaga Sylla,17/18,Knock,"Feb 26, 2018","Mar 6, 2018",9 days,1,16/17
Janis Antiste,22/23,Knock,"Feb 26, 2023","Mar 12, 2023",15 days,3,21/22
Janis Antiste,22/23,Cruciate ligament strain,"Aug 4, 2022","Sep 2, 2022",30 days,5,21/22
Ruben Gabrielsen,21/22,unknown injury,"Nov 23, 2021","Dec 31, 2021",39 days,3,20/21
Mathieu Gonçalves,22/23,unknown injury,"May 10, 2023","Jun 30, 2023",52 days,6,21/22
Mathieu Gonçalves,22/23,unknown injury,"Nov 24, 2022","Feb 8, 2023",77 days,3,21/22
Mathieu Gonçalves,21/22,unknown injury,"Jan 27, 2022","Feb 16, 2022",21 days,3,20/21
Mathieu Gonçalves,21/22,unknown injury,"Aug 25, 2021","Sep 29, 2021",36 days,5,20/21
Mathieu Gonçalves,19/20,Bruised ribs,"Dec 15, 2019","Jan 27, 2020",44 days,5,18/19
Mathieu Gonçalves,19/20,Patellar tendon dislocation,"Dec 7, 2019","Jan 26, 2020",51 days,7,18/19
Mathieu Gonçalves,19/20,Ill,"Oct 27, 2019","Oct 27, 2019",1 days,1,18/19
Mathieu Gonçalves,19/20,Ankle sprain,"Aug 31, 2019","Sep 3, 2019",4 days,1,18/19
Mathieu Gonçalves,19/20,bruise,"Aug 10, 2019","Aug 10, 2019",1 days,1,18/19
Amine Adli,24/25,Fitness,"Jan 30, 2025","Feb 6, 2025",8 days,2,23/24
Amine Adli,24/25,Broken fibula,"Oct 24, 2024","Jan 30, 2025",99 days,21,23/24
Amine Adli,22/23,Broken collarbone,"Aug 15, 2022","Sep 26, 2022",43 days,14,21/22
Amine Adli,21/22,Tendon rupture,"Mar 24, 2022","Aug 8, 2022",138 days,24,20/21
Stéphane Zobo,22/23,Hairline crack in foot,"Feb 1, 2023","Apr 4, 2023",63 days,8,21/22
Gen Shoji,22/23,Inner ligament injury,"Jan 9, 2023","Feb 20, 2023",43 days,1,21/22
Gen Shoji,21/22,unknown injury,"Sep 13, 2021","Nov 4, 2021",53 days,8,20/21
Gen Shoji,20/21,Ankle injury,"Oct 15, 2020","Nov 4, 2020",21 days,4,19/20
Gen Shoji,19/20,Ankle problems,"Jun 30, 2020","Jul 27, 2020",28 days,6,18/19
Gen Shoji,19/20,Ankle sprain,"Sep 26, 2019","Mar 10, 2020",167 days,20,18/19
Gen Shoji,19/20,Hamstring injury,"Aug 3, 2019","Sep 16, 2019",45 days,7,18/19
Gen Shoji,18/19,Ankle sprain,"Jul 25, 2018","Oct 10, 2018",78 days,21,17/18
Gen Shoji,17/18,Calf problems,"Mar 31, 2018","Apr 7, 2018",8 days,3,16/17
Gen Shoji,15/16,Lumbago,"Sep 17, 2016","Oct 18, 2016",32 days,6,14/15
Gen Shoji,14/15,Hand injury,"Feb 14, 2015","Mar 13, 2015",28 days,3,13/14
Gen Shoji,12/13,Meniscus damage,"Jun 18, 2013","Oct 19, 2013",124 days,31,11/12
Nicolas Isimat-Mirin,24/25,strain,"Mar 28, 2025","Apr 18, 2025",22 days,3,23/24
Nicolas Isimat-Mirin,24/25,Back injury,"Dec 13, 2024","Jan 6, 2025",25 days,3,23/24
Nicolas Isimat-Mirin,23/24,Back problems,"May 4, 2024","May 18, 2024",15 days,2,22/23
Nicolas Isimat-Mirin,22/23,Hamstring injury,"Mar 4, 2023","Mar 15, 2023",12 days,1,21/22
Nicolas Isimat-Mirin,22/23,Fitness,"Jan 11, 2023","Jan 23, 2023",13 days,2,21/22
Nicolas Isimat-Mirin,18/19,unknown injury,"Mar 9, 2019","Mar 17, 2019",9 days,2,17/18
Adil Taoui,24/25,Ill,"Feb 1, 2025","Feb 3, 2025",3 days,1,23/24
Adil Taoui,23/24,unknown injury,"May 18, 2024","May 20, 2024",3 days,1,22/23
Adil Taoui,22/23,Cruciate ligament tear,"Apr 22, 2023","Feb 15, 2024",300 days,37,21/22
William Vainqueur,18/19,Adductor injury,"Apr 15, 2019","May 6, 2019",22 days,3,17/18
William Vainqueur,18/19,Calf injury,"Feb 9, 2019","Mar 11, 2019",31 days,5,17/18
William Vainqueur,18/19,Muscle injury,"Dec 18, 2018","Jan 25, 2019",39 days,6,17/18
William Vainqueur,18/19,unknown injury,"Aug 26, 2018","Oct 22, 2018",58 days,8,17/18
William Vainqueur,17/18,Fitness,"Apr 20, 2018","Apr 24, 2018",5 days,1,16/17
William Vainqueur,17/18,unknown injury,"Apr 9, 2018","Apr 20, 2018",12 days,1,16/17
William Vainqueur,17/18,unknown injury,"Dec 22, 2017","Feb 13, 2018",54 days,7,16/17
William Vainqueur,17/18,unknown injury,"Nov 1, 2017","Nov 6, 2017",6 days,1,16/17
William Vainqueur,17/18,unknown injury,"Oct 9, 2017","Oct 25, 2017",17 days,3,16/17
William Vainqueur,15/16,bruise,"May 5, 2016","May 15, 2016",11 days,2,14/15
William Vainqueur,15/16,Adductor injury,"Mar 30, 2016","Apr 9, 2016",11 days,1,14/15
William Vainqueur,13/14,unknown injury,"Jul 18, 2013","Sep 1, 2013",46 days,18,12/13
Ibrahim Sangaré,24/25,Hamstring injury,"Sep 14, 2024","Jan 20, 2025",129 days,20,23/24
Ibrahim Sangaré,23/24,Knee injury,"Feb 23, 2024","Mar 1, 2024",8 days,2,22/23
Ibrahim Sangaré,22/23,Ill,"Feb 17, 2023","Feb 22, 2023",6 days,1,21/22
Ibrahim Sangaré,22/23,Ill,"Nov 1, 2022","Nov 4, 2022",4 days,1,21/22
Ibrahim Sangaré,22/23,Ill,"Sep 10, 2022","Sep 13, 2022",4 days,1,21/22
Ibrahim Sangaré,21/22,unknown injury,"Sep 9, 2021","Sep 23, 2021",15 days,4,20/21
Ibrahim Sangaré,18/19,Tendon rupture,"Oct 20, 2018","Jan 1, 2019",74 days,11,17/18
Kalidou Sidibé,24/25,Calf injury,"Apr 13, 2025","Apr 27, 2025",15 days,4,23/24
Kalidou Sidibé,21/22,Knee injury,"Jan 8, 2022","Jan 31, 2022",24 days,3,20/21
Kalidou Sidibé,21/22,Hip problems,"Jul 24, 2021","Aug 21, 2021",29 days,5,20/21
Kalidou Sidibé,19/20,Pubalgia,"Oct 5, 2019","Jul 1, 2020",271 days,23,18/19
Kalidou Sidibé,19/20,muscular problems,"Sep 18, 2019","Sep 23, 2019",6 days,1,18/19
Kalidou Sidibé,19/20,Virus,"Aug 1, 2019","Aug 10, 2019",10 days,1,18/19
Mathieu Dossevi,21/22,Injury to the ankle,"Sep 12, 2021","Feb 15, 2022",157 days,23,20/21
Mathieu Dossevi,20/21,unknown injury,"Nov 17, 2020","Dec 21, 2020",35 days,6,19/20
Mathieu Dossevi,16/17,Adductor injury,"Mar 13, 2017","Apr 24, 2017",43 days,6,15/16
Mathieu Dossevi,16/17,Adductor injury,"Oct 21, 2016","Nov 19, 2016",30 days,7,15/16
Yaya Sanogo,23/24,Muscle injury,"Jul 12, 2023","Sep 15, 2023",66 days,10,22/23
Yaya Sanogo,22/23,Fitness,"May 3, 2023","May 20, 2023",18 days,3,21/22
Yaya Sanogo,22/23,unknown injury,"Feb 20, 2023","Apr 30, 2023",70 days,10,21/22
Yaya Sanogo,19/20,Shoulder injury,"Jan 12, 2020","Feb 21, 2020",41 days,5,18/19
Yaya Sanogo,15/16,Calf injury,"Apr 24, 2016","Mar 1, 2017",312 days,63,14/15
Yaya Sanogo,15/16,Ill,"Dec 4, 2015","Dec 10, 2015",7 days,2,14/15
Yaya Sanogo,15/16,Groin injury,"Sep 14, 2015","Nov 11, 2015",59 days,25,14/15
Yaya Sanogo,14/15,Hamstring injury,"Sep 10, 2014","Oct 30, 2014",51 days,20,13/14
Yaya Sanogo,13/14,Back injury,"Sep 5, 2013","Feb 10, 2014",159 days,51,12/13
Yaya Sanogo,11/12,Adductor injury,"Dec 15, 2011","May 30, 2012",168 days,44,10/11
Yaya Sanogo,10/11,Broken tibia,"Sep 19, 2010","Apr 19, 2011",213 days,28,09/10
Kelvin Amian,23/24,Hamstring injury,"Feb 4, 2024","Mar 4, 2024",30 days,4,22/23
Kelvin Amian,22/23,Injury to abdominal muscles,"Jul 13, 2022","Oct 1, 2022",81 days,8,21/22
Kelvin Amian,21/22,unknown injury,"Oct 3, 2021","Oct 26, 2021",24 days,4,20/21
Kelvin Amian,19/20,Foot injury,"Jan 1, 2020","Apr 30, 2020",121 days,10,18/19
Kelvin Amian,19/20,minor knock,"May 23, 2019","May 31, 2019",9 days,1,18/19
Mauro Goicoechea,23/24,Muscle injury,"Apr 26, 2024","May 5, 2024",10 days,2,22/23
Mauro Goicoechea,21/22,ankle sprain,"Jan 15, 2022","Mar 27, 2022",72 days,6,20/21
Mauro Goicoechea,19/20,minor knock,"Jan 20, 2020","Feb 15, 2020",27 days,5,18/19
Mauro Goicoechea,18/19,Knee injury,"Mar 25, 2019","Apr 22, 2019",29 days,4,17/18
Steven Moreira,24/25,Hamstring injury,"Mar 13, 2025","Mar 27, 2025",15 days,2,23/24
Lovre Kalinic,22/23,Knee injury,"Oct 31, 2022","Apr 30, 2023",182 days,20,21/22
Lovre Kalinic,19/20,Thigh problems,"Feb 8, 2020","Sep 30, 2020",236 days,17,18/19
Lovre Kalinic,18/19,Cartilage damage,"Mar 24, 2019","Apr 30, 2019",38 days,7,17/18
Lovre Kalinic,17/18,Hand injury,"Aug 26, 2017","Aug 28, 2017",3 days,1,16/17
Lovre Kalinic,17/18,Broken toe,"Jul 28, 2017","Aug 11, 2017",15 days,3,16/17
Sam Sanna,24/25,Hamstring injury,"Feb 15, 2025","Apr 5, 2025",50 days,12,23/24
Sam Sanna,22/23,Adductor pain,"May 14, 2023","May 23, 2023",10 days,1,21/22
Sam Sanna,22/23,Adductor tear,"Feb 23, 2023","May 8, 2023",75 days,10,21/22
Sam Sanna,22/23,Collateral ligament injury,"Aug 15, 2022","Sep 26, 2022",43 days,6,21/22
Baptiste Reynet,19/20,Muscle injury,"Feb 16, 2020","Mar 7, 2020",21 days,3,18/19
Bafodé Diakité,23/24,Shoulder injury,"Dec 19, 2023","Feb 18, 2024",62 days,9,22/23
Bafodé Diakité,23/24,Fissure of the fibula,"Nov 3, 2023","Dec 1, 2023",29 days,5,22/23
Bafodé Diakité,22/23,Dead leg,"Feb 25, 2023","Mar 20, 2023",24 days,3,21/22
Bafodé Diakité,21/22,Muscle injury,"Jul 17, 2021","Sep 6, 2021",52 days,15,20/21
Bafodé Diakité,20/21,Metacarpal fracture,"Oct 18, 2020","Nov 5, 2020",19 days,2,19/20
Bafodé Diakité,19/20,Calf injury,"Oct 27, 2019","Jan 3, 2020",69 days,21,18/19
Bafodé Diakité,19/20,Foot bruise,"Sep 25, 2019","Oct 5, 2019",11 days,4,18/19
Agustín Rogel,24/25,Thigh problems,"Sep 26, 2024","Oct 18, 2024",23 days,3,23/24
Agustín Rogel,23/24,Knee surgery,"Jul 1, 2023","Apr 8, 2024",283 days,32,22/23
Agustín Rogel,22/23,Knee surgery,"Jun 26, 2023","Jun 30, 2023",5 days,-,21/22
Agustín Rogel,22/23,Knee injury,"Jan 25, 2023","Feb 16, 2023",23 days,3,21/22
Agustín Rogel,19/20,Broken collarbone,"Aug 11, 2019","Nov 11, 2019",93 days,17,18/19
Max Gradel,24/25,unknown injury,"Jan 18, 2025","May 31, 2025",134 days,4,23/24
Max Gradel,22/23,Outer ligament problems,"May 24, 2023","Jun 7, 2023",15 days,3,21/22
Max Gradel,22/23,Hamstring strain,"Dec 27, 2022","Jan 2, 2023",7 days,1,21/22
Max Gradel,22/23,Foot injury,"Oct 17, 2022","Oct 20, 2022",4 days,1,21/22
Max Gradel,19/20,Hamstring strain,"Dec 10, 2019","Feb 15, 2020",68 days,10,18/19
Max Gradel,17/18,Leg injury,"Sep 7, 2017","Oct 16, 2017",40 days,6,16/17
Max Gradel,16/17,Hamstring injury,"Oct 31, 2016","Nov 7, 2016",8 days,1,15/16
Max Gradel,16/17,Hamstring injury,"Oct 3, 2016","Oct 17, 2016",15 days,2,15/16
Max Gradel,15/16,Cruciate ligament tear,"Sep 3, 2015","Feb 25, 2016",176 days,37,14/15
Max Gradel,12/13,Cruciate ligament tear,"Mar 28, 2013","Sep 26, 2013",183 days,28,11/12
Amadou N'Diaye,23/24,unknown injury,"Oct 18, 2023","Nov 22, 2023",36 days,4,22/23
Amadou N'Diaye,22/23,Ill,"May 10, 2023","May 18, 2023",9 days,1,21/22
Ibrahima Niane,20/21,Cruciate ligament tear,"Oct 15, 2020","Apr 15, 2021",183 days,29,19/20
Adama Traoré,22/23,Hamstring injury,"Jul 5, 2022","Feb 25, 2023",236 days,35,21/22
Adama Traoré,21/22,unknown injury,"Feb 4, 2022","May 30, 2022",116 days,18,20/21
Adama Traoré,21/22,Hamstring injury,"Dec 5, 2021","Dec 23, 2021",19 days,4,20/21
Adama Traoré,20/21,Groin strain,"Mar 1, 2021","Mar 8, 2021",8 days,2,19/20
Adama Traoré,20/21,Quarantine,"Oct 27, 2020","Nov 6, 2020",11 days,2,19/20
Adama Traoré,20/21,unknown injury,"Sep 26, 2020","Oct 12, 2020",17 days,3,19/20
Adama Traoré,18/19,Hamstring strain,"Jan 4, 2019","Feb 15, 2019",43 days,10,17/18
Adama Traoré,18/19,Hamstring strain,"Nov 5, 2018","Dec 21, 2018",47 days,10,17/18
Adama Traoré,17/18,Groin strain,"Nov 15, 2017","Aug 22, 2018",281 days,38,16/17
Adama Traoré,17/18,Knee injury,"Jul 11, 2017","Sep 17, 2017",69 days,10,16/17
Adama Traoré,15/16,Ankle injury,"Oct 12, 2015","May 7, 2016",209 days,46,14/15
Manuel Cabit,19/20,traffic accident,"Nov 4, 2019","May 31, 2022",940 days,97,18/19
Adama Traoré,23/24,unknown injury,"Nov 27, 2023","Mar 30, 2024",125 days,23,22/23
Adama Traoré,23/24,unknown injury,"Sep 4, 2023","Nov 4, 2023",62 days,14,22/23
Guillaume Dietsch,22/23,Broken fibula,"Oct 7, 2022","Dec 31, 2022",86 days,10,21/22
Guillaume Dietsch,20/21,Broken nose bone,"Apr 3, 2021","Apr 9, 2021",7 days,1,19/20
Dylan Bronn,23/24,unknown injury,"Aug 18, 2023","Aug 27, 2023",10 days,1,22/23
Dylan Bronn,22/23,unknown injury,"Mar 12, 2023","Mar 18, 2023",7 days,2,21/22
Dylan Bronn,22/23,Thigh problems,"Jan 14, 2023","Jan 26, 2023",13 days,2,21/22
Dylan Bronn,21/22,Corona virus,"Jan 14, 2022","Jan 22, 2022",9 days,3,20/21
Dylan Bronn,17/18,Knee injury,"Jun 25, 2018","Aug 20, 2018",57 days,7,16/17
Thomas Delaine,24/25,Back injury,"Jan 10, 2025","Mar 15, 2025",65 days,11,23/24
Thomas Delaine,24/25,Fitness,"Nov 6, 2024","Dec 7, 2024",32 days,3,23/24
Thomas Delaine,24/25,Knee injury,"Aug 10, 2024","Nov 29, 2024",112 days,12,23/24
Thomas Delaine,23/24,Injury to the ankle,"Dec 18, 2023","Jan 13, 2024",27 days,3,22/23
Thomas Delaine,23/24,Calf injury,"Oct 30, 2023","Nov 6, 2023",8 days,1,22/23
Thomas Delaine,22/23,Injury to the ankle,"Apr 25, 2023","May 22, 2023",28 days,4,21/22
Thomas Delaine,22/23,Achilles tendon contusion,"Jan 11, 2023","Feb 28, 2023",49 days,8,21/22
Thomas Delaine,22/23,Dead leg,"Dec 23, 2022","Jan 7, 2023",16 days,3,21/22
Thomas Delaine,22/23,Hip injury,"Sep 1, 2022","Sep 20, 2022",20 days,3,21/22
Thomas Delaine,21/22,Hamstring injury,"May 20, 2022","May 30, 2022",11 days,1,20/21
Thomas Delaine,21/22,Dead leg,"Mar 7, 2022","Mar 21, 2022",15 days,2,20/21
Thomas Delaine,21/22,Hairline crack in foot,"Sep 21, 2021","Oct 18, 2021",28 days,4,20/21
Thomas Delaine,21/22,Back injury,"Aug 28, 2021","Sep 4, 2021",8 days,1,20/21
Thomas Delaine,20/21,Dead leg,"Jan 18, 2021","Jan 30, 2021",13 days,1,19/20
Thomas Delaine,19/20,Injury to the ankle,"Nov 10, 2019","Nov 29, 2019",20 days,1,18/19
Marvin Gakpa,22/23,influenza,"Oct 29, 2022","Nov 3, 2022",6 days,1,21/22
Kiliann Sildillia,24/25,Ankle problems,"Jan 17, 2025","Jan 23, 2025",7 days,1,23/24
Kiliann Sildillia,24/25,muscular problems,"Sep 19, 2024","Oct 2, 2024",14 days,2,23/24
Kiliann Sildillia,24/25,Knock,"Aug 15, 2024","Sep 2, 2024",19 days,3,23/24
Kiliann Sildillia,21/22,Corona virus,"Jan 6, 2022","Jan 24, 2022",19 days,4,20/21
Farid Boulaya,21/22,Thigh problems,"Aug 13, 2021","Sep 13, 2021",32 days,6,20/21
Farid Boulaya,16/17,Meniscus injury,"Mar 15, 2017","Aug 3, 2017",142 days,9,15/16
Sami Lahssaini,24/25,Collateral ligament injury,"Oct 27, 2024","Dec 15, 2024",50 days,8,23/24
Sami Lahssaini,22/23,concussion,"Oct 30, 2022","Nov 16, 2022",18 days,4,21/22
Sami Lahssaini,22/23,Muscle injury,"Aug 22, 2022","Sep 14, 2022",24 days,4,21/22
Sami Lahssaini,21/22,Ankle injury,"Feb 4, 2022","Mar 9, 2022",34 days,5,20/21
Sami Lahssaini,21/22,Torn knee ligaments,"Jul 24, 2021","Oct 21, 2021",90 days,12,20/21
Fabien Centonze,24/25,Knee injury,"Feb 21, 2025","Mar 23, 2025",31 days,4,23/24
Fabien Centonze,24/25,Knee injury,"Dec 19, 2024","Jan 15, 2025",28 days,4,23/24
Fabien Centonze,24/25,Cruciate ligament injury,"Aug 12, 2024","Nov 18, 2024",99 days,11,23/24
Fabien Centonze,23/24,Muscle injury,"Jan 29, 2024","Feb 3, 2024",6 days,-,22/23
Fabien Centonze,23/24,Back injury,"Dec 8, 2023","Dec 16, 2023",9 days,1,22/23
Fabien Centonze,23/24,Hamstring injury,"Aug 10, 2023","Sep 7, 2023",29 days,4,22/23
Fabien Centonze,22/23,Knock,"Nov 7, 2022","Nov 15, 2022",9 days,1,21/22
Fabien Centonze,22/23,Muscle fatigue,"Sep 23, 2022","Oct 21, 2022",29 days,5,21/22
Fabien Centonze,21/22,Dead leg,"May 2, 2022","Jun 30, 2022",60 days,3,20/21
Fabien Centonze,21/22,Muscle tear,"Jan 7, 2022","Apr 18, 2022",102 days,13,20/21
Boubacar Traoré,24/25,Ill,"Jan 28, 2025","Feb 17, 2025",21 days,3,23/24
Boubacar Traoré,24/25,Meniscus injury,"Aug 28, 2024","Jan 27, 2025",153 days,24,23/24
Boubacar Traoré,22/23,Groin injury,"Jan 4, 2023","May 20, 2023",137 days,27,21/22
John Boye,17/18,unknown injury,"Sep 4, 2017","Dec 24, 2017",112 days,21,16/17
John Boye,17/18,unknown injury,"Aug 7, 2017","Aug 21, 2017",15 days,2,16/17
John Boye,15/16,unknown injury,"Jan 11, 2016","Jan 25, 2016",15 days,2,14/15
John Boye,15/16,unknown injury,"Sep 13, 2015","Sep 23, 2015",11 days,3,14/15
John Boye,14/15,unknown injury,"Dec 8, 2014","Dec 20, 2014",13 days,3,13/14
John Boye,14/15,unknown injury,"Sep 1, 2014","Sep 25, 2014",25 days,5,13/14
John Boye,13/14,Inflammation of pubic bone,"Sep 20, 2013","Dec 20, 2013",92 days,17,12/13
John Boye,11/12,Torn muscle fiber,"Sep 27, 2011","Nov 7, 2011",42 days,11,10/11
Renaud Cohade,14/15,Knee injury,"Jan 14, 2015","Jul 14, 2015",182 days,22,13/14
Renaud Cohade,14/15,Elbow injury,"Oct 30, 2014","Nov 21, 2014",23 days,3,13/14
Aboubacar Lô,24/25,Back injury,"Feb 1, 2025","Mar 30, 2025",58 days,7,23/24
Opa Nguette,20/21,Thigh problems,"Dec 20, 2020","Aug 23, 2021",247 days,28,19/20
Opa Nguette,16/17,unknown injury,"Sep 12, 2016","Oct 12, 2016",31 days,5,15/16
Opa Nguette,13/14,Hamstring injury,"Nov 21, 2013","Feb 28, 2014",100 days,14,12/13
Georges Mikautadze,23/24,Ill,"Oct 25, 2023","Oct 28, 2023",4 days,1,22/23
Georges Mikautadze,21/22,Knock,"Nov 8, 2021","Nov 15, 2021",8 days,-,20/21
Georges Mikautadze,21/22,Knock,"Oct 12, 2021","Oct 14, 2021",3 days,-,20/21
Georges Mikautadze,20/21,Contracture,"Mar 27, 2021","Apr 9, 2021",14 days,1,19/20
Paul Delecroix,24/25,Calf injury,"Aug 18, 2025","Sep 30, 2025",44 days,-,23/24
Kévin N'Doram,23/24,Dead leg,"Feb 12, 2024","Apr 6, 2024",55 days,6,22/23
Kévin N'Doram,23/24,Calf injury,"Oct 8, 2023","Nov 4, 2023",28 days,2,22/23
Kévin N'Doram,22/23,Knock,"Mar 5, 2023","Apr 7, 2023",34 days,3,21/22
Kévin N'Doram,22/23,Shin injury,"Dec 27, 2022","Feb 24, 2023",60 days,9,21/22
Kévin N'Doram,21/22,Knock,"May 10, 2022","Aug 12, 2022",95 days,4,20/21
Kévin N'Doram,21/22,Broken foot,"Dec 2, 2021","Feb 28, 2022",89 days,11,20/21
Kévin N'Doram,21/22,Broken collarbone,"Aug 16, 2021","Oct 16, 2021",62 days,7,20/21
Kévin N'Doram,20/21,Thigh problems,"Apr 4, 2021","Apr 20, 2021",17 days,3,19/20
Kévin N'Doram,20/21,Foot injury,"Dec 14, 2020","Apr 1, 2021",109 days,18,19/20
Kévin N'Doram,19/20,Achilles tendon surgery,"Jun 16, 2020","Dec 14, 2020",182 days,14,18/19
Kévin N'Doram,19/20,Dead leg,"Nov 24, 2019","Dec 15, 2019",22 days,4,18/19
Kévin N'Doram,18/19,Knee injury,"Oct 14, 2018","Feb 7, 2019",117 days,23,17/18
Kévin N'Doram,17/18,Hamstring strain,"Nov 14, 2017","Nov 20, 2017",7 days,1,16/17
Kévin N'Doram,17/18,Shoulder injury,"Jul 28, 2017","Sep 8, 2017",43 days,5,16/17
Matthieu Udol,21/22,Cruciate ligament tear,"Nov 9, 2021","Jun 30, 2022",234 days,26,20/21
Matthieu Udol,18/19,Cruciate ligament injury,"Dec 15, 2018","Oct 5, 2019",295 days,33,17/18
Matthieu Udol,17/18,Knee injury,"Oct 15, 2017","May 20, 2018",218 days,34,16/17
Matthieu Udol,16/17,Cruciate ligament tear,"Aug 12, 2016","Feb 25, 2017",198 days,29,15/16
Thierry Ambrose,23/24,Achilles tendon rupture,"Aug 20, 2023","Feb 27, 2024",192 days,26,22/23
Thierry Ambrose,21/22,Ill,"Feb 24, 2022","Mar 1, 2022",6 days,1,20/21
Thierry Ambrose,15/16,unknown injury,"Dec 9, 2015","Nov 12, 2016",340 days,30,14/15
Victorien Angban,22/23,Cruciate ligament tear,"Aug 20, 2022","May 25, 2023",279 days,29,21/22
Ibrahim Amadou,24/25,Collateral ligament injury,"Mar 6, 2025","Jun 13, 2025",100 days,13,23/24
Ibrahim Amadou,20/21,Groin strain,"Feb 12, 2021","Feb 20, 2021",9 days,1,19/20
Ibrahim Amadou,20/21,Muscle strain,"Dec 8, 2020","Jan 1, 2021",25 days,4,19/20
Ibrahim Amadou,19/20,Knock,"Aug 7, 2019","Aug 30, 2019",24 days,4,18/19
Ibrahim Amadou,18/19,Elbow injury,"Sep 21, 2018","Oct 24, 2018",34 days,8,17/18
Ibrahim Amadou,18/19,Muscle injury,"Aug 24, 2018","Sep 3, 2018",11 days,3,17/18
Ibrahim Amadou,18/19,Muscle injury,"Aug 24, 2018","Aug 31, 2018",8 days,2,17/18
Enzo Ebosse,24/25,Leg injury,"Apr 22, 2025","May 16, 2025",25 days,4,23/24
Enzo Ebosse,23/24,Cruciate ligament tear,"Sep 17, 2023","Aug 30, 2024",349 days,39,22/23
Enzo Ebosse,22/23,Cruciate ligament tear,"Feb 18, 2023","Sep 15, 2023",210 days,23,21/22
Enzo Ebosse,20/21,Cruciate ligament tear,"Oct 24, 2020","Apr 24, 2021",183 days,39,19/20
Jimmy Cabot,24/25,Knee injury,"Aug 17, 2024","Dec 19, 2024",125 days,17,23/24
Jimmy Cabot,22/23,Cruciate ligament tear,"Oct 16, 2022","May 6, 2024",569 days,72,21/22
Jimmy Cabot,21/22,Ankle surgery,"Feb 21, 2022","May 31, 2022",100 days,13,20/21
Jimmy Cabot,20/21,Torn knee ligaments,"Feb 15, 2021","Mar 15, 2021",29 days,5,19/20
Jimmy Cabot,16/17,Hamstring injury,"Oct 14, 2016","Nov 24, 2016",42 days,6,15/16
Sofiane Boufal,24/25,Muscle injury,"Mar 30, 2025","May 7, 2025",39 days,6,23/24
